GO,Interpro,n,n_go,n_ip,s
GO:0072135,IPR035859,2,5,2,0.5714285714285714
GO:0072136,IPR022752,2,5,2,0.5714285714285714
GO:0072136,IPR035859,2,5,2,0.5714285714285714
GO:0072143,IPR000072,5,9,40,0.20408163265306123
GO:0072143,IPR006782,5,9,10,0.5263157894736842
GO:0072144,IPR000072,5,8,40,0.20833333333333334
GO:0072144,IPR006782,5,8,10,0.5555555555555556
GO:0072148,IPR001774,5,29,19,0.20833333333333334
GO:0072148,IPR011651,5,29,15,0.22727272727272727
GO:0072160,IPR022102,4,9,16,0.32
GO:0072161,IPR022752,2,11,2,0.3076923076923077
GO:0072161,IPR035859,2,11,2,0.3076923076923077
GO:0072162,IPR022752,2,9,2,0.36363636363636365
GO:0072162,IPR035859,2,9,2,0.36363636363636365
GO:0072166,IPR000976,6,7,7,0.8571428571428571
GO:0072170,IPR022130,6,27,13,0.3
GO:0072173,IPR001523,6,17,35,0.23076923076923078
GO:0072173,IPR022130,6,17,13,0.4
GO:0072173,IPR022151,4,17,14,0.25806451612903225
GO:0072173,IPR043182,6,17,35,0.23076923076923078
GO:0072174,IPR001523,6,10,35,0.26666666666666666
GO:0072174,IPR022130,6,10,13,0.5217391304347826
GO:0072174,IPR022151,4,10,14,0.3333333333333333
GO:0072174,IPR043182,6,10,35,0.26666666666666666
GO:0072176,IPR035832,3,24,3,0.2222222222222222
GO:0072177,IPR006897,2,6,10,0.25
GO:0072177,IPR006899,2,6,12,0.2222222222222222
GO:0072177,IPR044866,2,6,12,0.2222222222222222
GO:0072177,IPR044869,2,6,12,0.2222222222222222
GO:0072178,IPR035832,3,18,3,0.2857142857142857
GO:0072179,IPR006897,2,9,10,0.21052631578947367
GO:0072180,IPR006897,2,3,10,0.3076923076923077
GO:0072180,IPR006899,2,3,12,0.26666666666666666
GO:0072180,IPR044866,2,3,12,0.26666666666666666
GO:0072180,IPR044869,2,3,12,0.26666666666666666
GO:0072181,IPR006897,2,2,10,0.3333333333333333
GO:0072181,IPR006899,2,2,12,0.2857142857142857
GO:0072181,IPR044866,2,2,12,0.2857142857142857
GO:0072181,IPR044869,2,2,12,0.2857142857142857
GO:0072182,IPR001523,6,17,35,0.23076923076923078
GO:0072182,IPR022130,6,17,13,0.4
GO:0072182,IPR022752,2,17,2,0.21052631578947367
GO:0072182,IPR035859,2,17,2,0.21052631578947367
GO:0072182,IPR043182,6,17,35,0.23076923076923078
GO:0072183,IPR022752,2,3,2,0.8
GO:0072183,IPR035859,2,3,2,0.8
GO:0072197,IPR022151,3,9,14,0.2608695652173913
GO:0072201,IPR009428,2,11,7,0.2222222222222222
GO:0072201,IPR019548,4,11,16,0.2962962962962963
GO:0072201,IPR020604,4,11,16,0.2962962962962963
GO:0072202,IPR006782,5,32,10,0.23809523809523808
GO:0072203,IPR022752,2,11,2,0.3076923076923077
GO:0072203,IPR035859,2,11,2,0.3076923076923077
GO:0072207,IPR022130,6,32,13,0.26666666666666666
GO:0072209,IPR000072,5,5,40,0.2222222222222222
GO:0072209,IPR006782,5,5,10,0.6666666666666666
GO:0072215,IPR000072,10,49,40,0.2247191011235955
GO:0072215,IPR000976,6,49,7,0.21428571428571427
GO:0072215,IPR006782,10,49,10,0.3389830508474576
GO:0072215,IPR022130,7,49,13,0.22580645161290322
GO:0072216,IPR000072,10,37,40,0.2597402597402597
GO:0072216,IPR000976,6,37,7,0.2727272727272727
GO:0072216,IPR006782,10,37,10,0.425531914893617
GO:0072216,IPR022130,6,37,13,0.24
GO:0072217,IPR000976,6,23,7,0.4
GO:0072217,IPR001523,7,23,35,0.2413793103448276
GO:0072217,IPR022130,7,23,13,0.3888888888888889
GO:0072217,IPR043182,7,23,35,0.2413793103448276
GO:0072221,IPR001523,6,12,35,0.2553191489361702
GO:0072221,IPR022130,6,12,13,0.48
GO:0072221,IPR043182,6,12,35,0.2553191489361702
GO:0072223,IPR000072,5,8,40,0.20833333333333334
GO:0072223,IPR006782,5,8,10,0.5555555555555556
GO:0072224,IPR006782,5,17,10,0.37037037037037035
GO:0072234,IPR001523,6,24,35,0.2033898305084746
GO:0072234,IPR022130,6,24,13,0.32432432432432434
GO:0072234,IPR022151,4,24,14,0.21052631578947367
GO:0072234,IPR043182,6,24,35,0.2033898305084746
GO:0072235,IPR001523,6,14,35,0.24489795918367346
GO:0072235,IPR022130,6,14,13,0.4444444444444444
GO:0072235,IPR043182,6,14,35,0.24489795918367346
GO:0072239,IPR006782,5,14,10,0.4166666666666667
GO:0072243,IPR022130,6,27,13,0.3
GO:0072254,IPR000072,5,5,40,0.2222222222222222
GO:0072254,IPR006782,5,5,10,0.6666666666666666
GO:0072255,IPR000072,5,5,40,0.2222222222222222
GO:0072255,IPR006782,5,5,10,0.6666666666666666
GO:0072273,IPR000976,6,36,7,0.27906976744186046
GO:0072273,IPR022130,6,36,13,0.24489795918367346
GO:0072278,IPR000976,2,5,7,0.3333333333333333
GO:0072278,IPR022130,2,5,13,0.2222222222222222
GO:0072282,IPR001523,6,15,35,0.24
GO:0072282,IPR022130,6,15,13,0.42857142857142855
GO:0072282,IPR022151,4,15,14,0.27586206896551724
GO:0072282,IPR043182,6,15,35,0.24
GO:0072283,IPR022130,4,17,13,0.26666666666666666
GO:0072284,IPR000976,6,11,7,0.6666666666666666
GO:0072285,IPR035683,2,2,4,0.6666666666666666
GO:0072285,IPR041771,2,2,4,0.6666666666666666
GO:0072289,IPR001523,6,10,35,0.26666666666666666
GO:0072289,IPR022130,6,10,13,0.5217391304347826
GO:0072289,IPR022151,4,10,14,0.3333333333333333
GO:0072289,IPR043182,6,10,35,0.26666666666666666
GO:0072298,IPR000976,6,16,7,0.5217391304347826
GO:0072298,IPR040667,2,16,2,0.2222222222222222
GO:0072298,IPR041163,2,16,2,0.2222222222222222
GO:0072298,IPR041317,2,16,2,0.2222222222222222
GO:0072299,IPR000976,6,6,7,0.9230769230769231
GO:0072300,IPR021849,2,10,9,0.21052631578947367
GO:0072300,IPR040667,2,10,2,0.3333333333333333
GO:0072300,IPR041163,2,10,2,0.3333333333333333
GO:0072300,IPR041317,2,10,2,0.3333333333333333
GO:0072301,IPR000976,6,8,7,0.8
GO:0072301,IPR021849,2,8,9,0.23529411764705882
GO:0072302,IPR000976,6,6,7,0.9230769230769231
GO:0072303,IPR021849,2,2,9,0.36363636363636365
GO:0072304,IPR001523,6,6,35,0.2926829268292683
GO:0072304,IPR022130,6,6,13,0.631578947368421
GO:0072304,IPR043182,6,6,35,0.2926829268292683
GO:0072305,IPR001523,6,6,35,0.2926829268292683
GO:0072305,IPR022130,6,6,13,0.631578947368421
GO:0072305,IPR043182,6,6,35,0.2926829268292683
GO:0072307,IPR001523,6,12,35,0.2553191489361702
GO:0072307,IPR022130,6,12,13,0.48
GO:0072307,IPR022752,2,12,2,0.2857142857142857
GO:0072307,IPR035859,2,12,2,0.2857142857142857
GO:0072307,IPR043182,6,12,35,0.2553191489361702
GO:0072308,IPR022752,2,2,2,1.0
GO:0072308,IPR035859,2,2,2,1.0
GO:0072311,IPR000976,6,29,7,0.3333333333333333
GO:0072318,IPR014020,6,17,23,0.3
GO:0072318,IPR015047,3,17,6,0.2608695652173913
GO:0072318,IPR029023,6,17,24,0.2926829268292683
GO:0072318,IPR035824,4,17,9,0.3076923076923077
GO:0072319,IPR014020,6,18,23,0.2926829268292683
GO:0072319,IPR015047,3,18,6,0.25
GO:0072319,IPR029023,6,18,24,0.2857142857142857
GO:0072319,IPR035824,4,18,9,0.2962962962962963
GO:0072328,IPR003018,10,10,84,0.2127659574468085
GO:0072329,IPR020616,52,434,59,0.21095334685598377
GO:0072329,IPR020617,52,434,57,0.21181262729124237
GO:0072341,IPR001565,33,254,47,0.21926910299003322
GO:0072344,IPR008532,8,27,13,0.4
GO:0072344,IPR021846,5,27,5,0.3125
GO:0072344,IPR039804,11,27,11,0.5789473684210527
GO:0072344,IPR041888,4,27,5,0.25
GO:0072345,IPR013122,6,12,29,0.2926829268292683
GO:0072348,IPR002645,26,111,69,0.28888888888888886
GO:0072348,IPR005666,14,111,14,0.224
GO:0072348,IPR011547,26,111,55,0.3132530120481928
GO:0072350,IPR000573,22,84,65,0.2953020134228188
GO:0072350,IPR001030,22,84,64,0.2972972972972973
GO:0072350,IPR024084,44,84,92,0.5
GO:0072350,IPR044137,20,84,32,0.3448275862068966
GO:0072351,IPR007310,2,5,5,0.4
GO:0072351,IPR022770,2,5,6,0.36363636363636365
GO:0072354,IPR024604,8,12,8,0.8
GO:0072355,IPR024604,4,6,8,0.5714285714285714
GO:0072356,IPR024604,4,6,8,0.5714285714285714
GO:0072357,IPR031675,10,20,41,0.32786885245901637
GO:0072357,IPR031775,5,20,9,0.3448275862068966
GO:0072376,IPR012290,8,44,11,0.2909090909090909
GO:0072377,IPR012290,3,3,11,0.42857142857142855
GO:0072377,IPR021996,3,3,4,0.8571428571428571
GO:0072378,IPR012290,8,38,11,0.32653061224489793
GO:0072379,IPR021925,6,27,6,0.36363636363636365
GO:0072379,IPR032374,7,27,7,0.4117647058823529
GO:0072379,IPR041421,10,27,12,0.5128205128205128
GO:0072379,IPR044724,10,27,10,0.5405405405405406
GO:0072380,IPR032374,7,10,7,0.8235294117647058
GO:0072382,IPR004273,10,11,39,0.4
GO:0072382,IPR013594,10,11,28,0.5128205128205128
GO:0072382,IPR013602,10,11,39,0.4
GO:0072382,IPR024317,10,11,40,0.39215686274509803
GO:0072382,IPR024743,10,11,38,0.40816326530612246
GO:0072382,IPR035699,10,11,40,0.39215686274509803
GO:0072382,IPR035706,10,11,37,0.4166666666666667
GO:0072382,IPR041228,5,11,35,0.21739130434782608
GO:0072382,IPR041466,9,11,34,0.4
GO:0072382,IPR041589,4,11,27,0.21052631578947367
GO:0072382,IPR041658,10,11,38,0.40816326530612246
GO:0072383,IPR032405,3,8,17,0.24
GO:0072385,IPR004273,10,12,39,0.39215686274509803
GO:0072385,IPR013594,10,12,28,0.5
GO:0072385,IPR013602,10,12,39,0.39215686274509803
GO:0072385,IPR024317,10,12,40,0.38461538461538464
GO:0072385,IPR024743,10,12,38,0.4
GO:0072385,IPR035699,10,12,40,0.38461538461538464
GO:0072385,IPR035706,10,12,37,0.40816326530612246
GO:0072385,IPR041228,5,12,35,0.2127659574468085
GO:0072385,IPR041466,9,12,34,0.391304347826087
GO:0072385,IPR041589,4,12,27,0.20512820512820512
GO:0072385,IPR041658,10,12,38,0.4
GO:0072386,IPR032405,3,8,17,0.24
GO:0072387,IPR001453,5,16,30,0.21739130434782608
GO:0072387,IPR002500,7,16,33,0.2857142857142857
GO:0072388,IPR001453,5,10,30,0.25
GO:0072388,IPR002500,7,10,33,0.32558139534883723
GO:0072388,IPR015864,2,10,7,0.23529411764705882
GO:0072393,IPR031446,3,21,4,0.24
GO:0072416,IPR013212,2,4,11,0.26666666666666666
GO:0072425,IPR034670,6,41,9,0.24
GO:0072425,IPR040714,5,41,5,0.21739130434782608
GO:0072425,IPR040749,9,41,9,0.36
GO:0072429,IPR006166,5,13,36,0.20408163265306123
GO:0072434,IPR021668,2,3,12,0.26666666666666666
GO:0072434,IPR044107,2,3,16,0.21052631578947367
GO:0072477,IPR013212,2,4,11,0.26666666666666666
GO:0072480,IPR013212,2,4,11,0.26666666666666666
GO:0072486,IPR013212,2,4,11,0.26666666666666666
GO:0072487,IPR026541,4,13,24,0.21621621621621623
GO:0072487,IPR029332,3,13,8,0.2857142857142857
GO:0072487,IPR031840,2,13,2,0.26666666666666666
GO:0072487,IPR032043,2,13,2,0.26666666666666666
GO:0072487,IPR032049,2,13,2,0.26666666666666666
GO:0072488,IPR024041,49,69,70,0.7050359712230215
GO:0072490,IPR029479,5,11,23,0.29411764705882354
GO:0072490,IPR033878,5,11,5,0.625
GO:0072491,IPR029479,5,9,23,0.3125
GO:0072491,IPR033878,5,9,5,0.7142857142857143
GO:0072498,IPR021918,3,16,6,0.2727272727272727
GO:0072501,IPR004342,6,16,29,0.26666666666666666
GO:0072502,IPR004342,6,16,29,0.26666666666666666
GO:0072503,IPR017452,289,1025,1503,0.2286392405063291
GO:0072505,IPR004342,7,39,29,0.20588235294117646
GO:0072506,IPR004342,7,37,29,0.21212121212121213
GO:0072507,IPR017452,289,1074,1503,0.2242918121847109
GO:0072509,IPR004837,50,130,58,0.5319148936170213
GO:0072509,IPR006121,34,130,73,0.33497536945812806
GO:0072509,IPR027470,19,130,22,0.25
GO:0072511,IPR005821,122,555,334,0.2744656917885264
GO:0072518,IPR015008,6,7,6,0.9230769230769231
GO:0072518,IPR037310,2,7,2,0.4444444444444444
GO:0072522,IPR000836,147,931,257,0.2474747474747475
GO:0072523,IPR001365,39,243,56,0.2608695652173913
GO:0072523,IPR003607,45,243,175,0.215311004784689
GO:0072525,IPR004821,37,249,114,0.20385674931129477
GO:0072525,IPR022310,35,249,83,0.21084337349397592
GO:0072525,IPR033755,31,249,32,0.2206405693950178
GO:0072526,IPR002638,17,45,19,0.53125
GO:0072526,IPR015375,9,45,9,0.3333333333333333
GO:0072526,IPR015376,13,45,13,0.4482758620689655
GO:0072526,IPR022412,17,45,18,0.5396825396825397
GO:0072528,IPR001754,60,527,66,0.20236087689713322
GO:0072529,IPR002125,37,197,101,0.2483221476510067
GO:0072529,IPR002828,23,197,26,0.2062780269058296
GO:0072529,IPR029054,37,197,57,0.29133858267716534
GO:0072529,IPR033704,37,197,60,0.28793774319066145
GO:0072530,IPR002668,3,5,16,0.2857142857142857
GO:0072530,IPR011642,3,5,18,0.2608695652173913
GO:0072530,IPR011657,3,5,16,0.2857142857142857
GO:0072534,IPR000538,7,10,48,0.2413793103448276
GO:0072534,IPR033987,4,10,11,0.38095238095238093
GO:0072537,IPR032356,2,7,4,0.36363636363636365
GO:0072538,IPR035855,2,14,2,0.25
GO:0072538,IPR044101,3,14,7,0.2857142857142857
GO:0072539,IPR035855,2,14,2,0.25
GO:0072539,IPR044101,3,14,7,0.2857142857142857
GO:0072540,IPR035855,2,11,2,0.3076923076923077
GO:0072546,IPR011678,5,20,5,0.4
GO:0072546,IPR019008,8,20,8,0.5714285714285714
GO:0072554,IPR015350,2,4,10,0.2857142857142857
GO:0072554,IPR015351,2,4,10,0.2857142857142857
GO:0072554,IPR038007,2,4,8,0.3333333333333333
GO:0072557,IPR001309,15,21,51,0.4166666666666667
GO:0072557,IPR001315,18,21,78,0.36363636363636365
GO:0072557,IPR002138,15,21,48,0.43478260869565216
GO:0072557,IPR015917,15,21,50,0.4225352112676056
GO:0072557,IPR040535,6,21,9,0.4
GO:0072558,IPR001309,8,14,51,0.24615384615384617
GO:0072558,IPR001315,13,14,78,0.2826086956521739
GO:0072558,IPR002138,8,14,48,0.25806451612903225
GO:0072558,IPR015917,8,14,50,0.25
GO:0072558,IPR025307,4,14,7,0.38095238095238093
GO:0072558,IPR033516,5,14,8,0.45454545454545453
GO:0072559,IPR001309,15,27,51,0.38461538461538464
GO:0072559,IPR001315,19,27,78,0.3619047619047619
GO:0072559,IPR002138,15,27,48,0.4
GO:0072559,IPR015917,15,27,50,0.38961038961038963
GO:0072570,IPR041491,4,6,20,0.3076923076923077
GO:0072571,IPR041491,4,4,20,0.3333333333333333
GO:0072572,IPR004170,9,10,34,0.4090909090909091
GO:0072572,IPR018123,9,10,16,0.6923076923076923
GO:0072572,IPR044110,8,10,8,0.8888888888888888
GO:0072578,IPR005110,4,18,15,0.24242424242424243
GO:0072578,IPR005111,4,18,15,0.24242424242424243
GO:0072579,IPR001453,4,4,30,0.23529411764705882
GO:0072579,IPR005110,4,4,15,0.42105263157894735
GO:0072579,IPR005111,4,4,15,0.42105263157894735
GO:0072583,IPR011417,29,91,37,0.453125
GO:0072583,IPR013809,29,91,59,0.38666666666666666
GO:0072584,IPR035743,2,6,7,0.3076923076923077
GO:0072584,IPR037453,2,6,4,0.4
GO:0072588,IPR002478,19,31,82,0.336283185840708
GO:0072588,IPR002501,20,31,53,0.47619047619047616
GO:0072588,IPR004521,16,31,34,0.49230769230769234
GO:0072588,IPR012960,19,31,19,0.76
GO:0072588,IPR032819,20,31,44,0.5333333333333333
GO:0072590,IPR013651,4,4,24,0.2857142857142857
GO:0072593,IPR000971,67,498,102,0.22333333333333333
GO:0072593,IPR001424,66,498,72,0.23157894736842105
GO:0072596,IPR024283,4,31,4,0.22857142857142856
GO:0072598,IPR024283,4,32,4,0.2222222222222222
GO:0072599,IPR025723,22,150,33,0.24043715846994534
GO:0072604,IPR003097,8,12,67,0.20253164556962025
GO:0072604,IPR004030,9,12,18,0.6
GO:0072606,IPR004030,9,17,18,0.5142857142857142
GO:0072610,IPR034133,2,4,8,0.3333333333333333
GO:0072615,IPR044114,2,4,3,0.5714285714285714
GO:0072616,IPR003191,2,2,16,0.2222222222222222
GO:0072616,IPR037684,2,2,12,0.2857142857142857
GO:0072655,IPR004217,48,272,60,0.2891566265060241
GO:0072656,IPR034676,3,8,5,0.46153846153846156
GO:0072656,IPR039026,3,8,14,0.2727272727272727
GO:0072656,IPR040110,2,8,3,0.36363636363636365
GO:0072658,IPR037971,3,7,3,0.6
GO:0072658,IPR040745,3,7,7,0.42857142857142855
GO:0072660,IPR037971,3,7,3,0.6
GO:0072660,IPR040745,3,7,7,0.42857142857142855
GO:0072662,IPR006845,21,125,23,0.28378378378378377
GO:0072663,IPR006845,21,125,23,0.28378378378378377
GO:0072669,IPR023572,9,13,10,0.782608695652174
GO:0072671,IPR041175,6,12,6,0.6666666666666666
GO:0072671,IPR041540,4,12,4,0.5
GO:0072673,IPR005329,7,13,7,0.7
GO:0072673,IPR015404,7,13,22,0.4
GO:0072673,IPR034901,4,13,4,0.47058823529411764
GO:0072673,IPR035725,2,13,3,0.25
GO:0072673,IPR037918,3,13,3,0.375
GO:0072674,IPR012858,4,10,7,0.47058823529411764
GO:0072675,IPR012858,2,6,7,0.3076923076923077
GO:0072676,IPR001811,93,154,155,0.6019417475728155
GO:0072677,IPR001811,52,57,155,0.49056603773584906
GO:0072679,IPR034133,3,6,8,0.42857142857142855
GO:0072684,IPR027794,10,11,10,0.9523809523809523
GO:0072695,IPR013867,3,15,9,0.25
GO:0072695,IPR015010,8,15,8,0.6956521739130435
GO:0072695,IPR021661,8,15,9,0.6666666666666666
GO:0072695,IPR031902,3,15,3,0.3333333333333333
GO:0072697,IPR012966,9,41,13,0.3333333333333333
GO:0072697,IPR037840,6,41,7,0.25
GO:0072698,IPR004953,16,77,16,0.34408602150537637
GO:0072708,IPR014939,2,7,7,0.2857142857142857
GO:0072708,IPR032054,2,7,7,0.2857142857142857
GO:0072710,IPR019103,10,40,18,0.3448275862068966
GO:0072710,IPR027799,6,40,8,0.25
GO:0072710,IPR032196,5,40,5,0.2222222222222222
GO:0072710,IPR033882,10,40,11,0.39215686274509803
GO:0072711,IPR019103,9,38,18,0.32142857142857145
GO:0072711,IPR027799,6,38,8,0.2608695652173913
GO:0072711,IPR032196,5,38,5,0.23255813953488372
GO:0072711,IPR033882,9,38,11,0.3673469387755102
GO:0072716,IPR013872,3,7,16,0.2608695652173913
GO:0072716,IPR044080,2,7,5,0.3333333333333333
GO:0072717,IPR013872,3,6,16,0.2727272727272727
GO:0072717,IPR044080,2,6,5,0.36363636363636365
GO:0072718,IPR006906,3,11,17,0.21428571428571427
GO:0072718,IPR007725,3,11,6,0.35294117647058826
GO:0072719,IPR006906,3,5,17,0.2727272727272727
GO:0072719,IPR007725,3,5,6,0.5454545454545454
GO:0072733,IPR001309,6,7,51,0.20689655172413793
GO:0072733,IPR002138,6,7,48,0.21818181818181817
GO:0072733,IPR015917,6,7,50,0.21052631578947367
GO:0072734,IPR001309,6,7,51,0.20689655172413793
GO:0072734,IPR002138,6,7,48,0.21818181818181817
GO:0072734,IPR015917,6,7,50,0.21052631578947367
GO:0072737,IPR010542,3,7,7,0.42857142857142855
GO:0072737,IPR031333,4,7,4,0.7272727272727273
GO:0072738,IPR010542,3,7,7,0.42857142857142855
GO:0072738,IPR031333,4,7,4,0.7272727272727273
GO:0072741,IPR012966,9,29,13,0.42857142857142855
GO:0072741,IPR037840,6,29,7,0.3333333333333333
GO:0072755,IPR001498,11,17,15,0.6875
GO:0072755,IPR006575,14,17,52,0.4057971014492754
GO:0072755,IPR022716,2,17,2,0.21052631578947367
GO:0072755,IPR024435,3,17,9,0.23076923076923078
GO:0072757,IPR010716,2,9,3,0.3333333333333333
GO:0072757,IPR012532,2,9,4,0.3076923076923077
GO:0072757,IPR028026,2,9,2,0.36363636363636365
GO:0072757,IPR028032,2,9,2,0.36363636363636365
GO:0072757,IPR032284,4,9,30,0.20512820512820512
GO:0072757,IPR032437,2,9,4,0.3076923076923077
GO:0072757,IPR032439,2,9,2,0.36363636363636365
GO:0075044,IPR000081,28,49,29,0.717948717948718
GO:0075044,IPR000199,36,49,40,0.8089887640449438
GO:0075044,IPR000605,36,49,46,0.7578947368421053
GO:0075044,IPR001205,36,49,43,0.782608695652174
GO:0075044,IPR001676,36,49,40,0.8089887640449438
GO:0075044,IPR002527,28,49,29,0.717948717948718
GO:0075044,IPR007094,36,49,66,0.6260869565217392
GO:0075044,IPR014759,36,49,41,0.8
GO:0075044,IPR014838,28,49,29,0.717948717948718
GO:0075044,IPR033703,36,49,41,0.8
GO:0075044,IPR044067,36,49,40,0.8089887640449438
GO:0075071,IPR000081,28,50,29,0.7088607594936709
GO:0075071,IPR000199,36,50,40,0.8
GO:0075071,IPR000605,36,50,46,0.75
GO:0075071,IPR001205,36,50,43,0.7741935483870968
GO:0075071,IPR001676,36,50,40,0.8
GO:0075071,IPR002527,28,50,29,0.7088607594936709
GO:0075071,IPR007094,36,50,66,0.6206896551724138
GO:0075071,IPR014759,36,50,41,0.7912087912087912
GO:0075071,IPR014838,28,50,29,0.7088607594936709
GO:0075071,IPR033703,36,50,41,0.7912087912087912
GO:0075071,IPR044067,36,50,40,0.8
GO:0075112,IPR011492,2,2,15,0.23529411764705882
GO:0075114,IPR011492,2,2,15,0.23529411764705882
GO:0075522,IPR034798,3,17,8,0.24
GO:0075522,IPR035000,3,17,5,0.2727272727272727
GO:0075522,IPR041366,5,17,16,0.30303030303030304
GO:0075528,IPR024279,3,18,6,0.25
GO:0075713,IPR000071,2,7,6,0.3076923076923077
GO:0080006,IPR006563,2,3,13,0.25
GO:0080008,IPR024766,12,95,16,0.21621621621621623
GO:0080009,IPR002877,19,41,73,0.3333333333333333
GO:0080009,IPR025816,15,41,15,0.5357142857142857
GO:0080019,IPR013120,19,19,28,0.8085106382978723
GO:0080019,IPR033640,19,19,19,1.0
GO:0080022,IPR006948,3,23,4,0.2222222222222222
GO:0080023,IPR002539,2,2,17,0.21052631578947367
GO:0080025,IPR002558,8,57,11,0.23529411764705882
GO:0080028,IPR033734,3,3,20,0.2608695652173913
GO:0080033,IPR011712,2,3,6,0.4444444444444444
GO:0080033,IPR029095,2,3,2,0.8
GO:0080038,IPR022192,2,5,14,0.21052631578947367
GO:0080038,IPR041082,2,5,12,0.23529411764705882
GO:0080043,IPR035595,44,44,152,0.4489795918367347
GO:0080044,IPR035595,37,37,152,0.3915343915343915
GO:0080049,IPR007173,2,2,12,0.2857142857142857
GO:0080050,IPR021914,10,51,10,0.32786885245901637
GO:0080060,IPR013978,2,10,4,0.2857142857142857
GO:0080084,IPR007309,5,15,5,0.5
GO:0080084,IPR019136,4,15,4,0.42105263157894735
GO:0080084,IPR035625,4,15,4,0.42105263157894735
GO:0080084,IPR041499,4,15,4,0.42105263157894735
GO:0080097,IPR006948,3,3,4,0.8571428571428571
GO:0080111,IPR002125,22,59,101,0.275
GO:0080111,IPR024779,8,59,13,0.2222222222222222
GO:0080111,IPR027450,11,59,28,0.25287356321839083
GO:0080117,IPR006189,2,3,9,0.3333333333333333
GO:0080120,IPR001915,8,10,24,0.47058823529411764
GO:0080120,IPR032456,8,10,9,0.8421052631578947
GO:0080139,IPR011531,8,10,33,0.37209302325581395
GO:0080146,IPR005130,10,29,18,0.425531914893617
GO:0080152,IPR003823,4,4,5,0.8888888888888888
GO:0080153,IPR003823,4,4,5,0.8888888888888888
GO:0080154,IPR001507,22,95,67,0.2716049382716049
GO:0080155,IPR008502,5,7,6,0.7692307692307693
GO:0080163,IPR000916,4,4,19,0.34782608695652173
GO:0080182,IPR044417,4,28,5,0.24242424242424243
GO:0080188,IPR005379,4,19,5,0.3333333333333333
GO:0080188,IPR005380,4,19,7,0.3076923076923077
GO:0080188,IPR005381,4,19,7,0.3076923076923077
GO:0080190,IPR006189,2,4,9,0.3076923076923077
GO:0085020,IPR025994,5,23,5,0.35714285714285715
GO:0085020,IPR039503,3,23,3,0.23076923076923078
GO:0085027,IPR008258,3,8,16,0.25
GO:0085027,IPR009093,2,8,2,0.4
GO:0085029,IPR008211,12,64,45,0.22018348623853212
GO:0085030,IPR041542,2,10,3,0.3076923076923077
GO:0086007,IPR013608,3,13,11,0.25
GO:0086007,IPR013680,3,13,9,0.2727272727272727
GO:0086007,IPR014873,6,13,27,0.3
GO:0086007,IPR031649,6,13,28,0.2926829268292683
GO:0086007,IPR031688,6,13,14,0.4444444444444444
GO:0086007,IPR035605,2,13,3,0.25
GO:0086008,IPR013821,4,15,15,0.26666666666666666
GO:0086008,IPR040445,5,15,31,0.21739130434782608
GO:0086008,IPR041647,5,15,32,0.2127659574468085
GO:0086009,IPR013821,7,27,15,0.3333333333333333
GO:0086010,IPR005821,46,61,334,0.23291139240506328
GO:0086010,IPR010526,24,61,26,0.5517241379310345
