GO,Interpro,n,n_go,n_ip,s
GO:0071313,IPR014821,10,23,21,0.45454545454545453
GO:0071313,IPR016093,10,23,52,0.26666666666666666
GO:0071313,IPR035761,10,23,11,0.5882352941176471
GO:0071313,IPR035762,10,23,11,0.5882352941176471
GO:0071313,IPR035764,9,23,10,0.5454545454545454
GO:0071316,IPR033926,4,16,19,0.22857142857142856
GO:0071320,IPR025837,21,106,22,0.328125
GO:0071321,IPR013621,5,18,9,0.37037037037037035
GO:0071336,IPR013524,2,2,10,0.3333333333333333
GO:0071336,IPR013711,2,2,7,0.4444444444444444
GO:0071339,IPR024679,12,65,14,0.3037974683544304
GO:0071340,IPR003884,2,8,9,0.23529411764705882
GO:0071341,IPR032634,2,15,2,0.23529411764705882
GO:0071346,IPR001811,85,254,155,0.4156479217603912
GO:0071347,IPR001811,87,294,155,0.38752783964365256
GO:0071348,IPR026937,2,3,9,0.3333333333333333
GO:0071348,IPR039187,2,3,9,0.3333333333333333
GO:0071350,IPR008424,4,21,14,0.22857142857142856
GO:0071350,IPR015274,4,21,7,0.2857142857142857
GO:0071350,IPR021963,4,21,6,0.2962962962962963
GO:0071350,IPR040951,3,21,3,0.25
GO:0071351,IPR034676,3,11,5,0.375
GO:0071351,IPR039026,3,11,14,0.24
GO:0071352,IPR041046,3,13,11,0.25
GO:0071352,IPR041155,3,13,11,0.25
GO:0071352,IPR041381,3,13,11,0.25
GO:0071355,IPR013799,4,8,19,0.2962962962962963
GO:0071355,IPR013800,4,8,21,0.27586206896551724
GO:0071355,IPR013801,4,8,22,0.26666666666666666
GO:0071355,IPR041046,2,8,11,0.21052631578947367
GO:0071355,IPR041155,2,8,11,0.21052631578947367
GO:0071355,IPR041381,2,8,11,0.21052631578947367
GO:0071356,IPR001811,86,370,155,0.32761904761904764
GO:0071357,IPR001346,11,61,30,0.24175824175824176
GO:0071357,IPR019471,9,61,19,0.225
GO:0071359,IPR031964,8,51,8,0.2711864406779661
GO:0071359,IPR033952,9,51,9,0.3
GO:0071360,IPR021673,5,40,7,0.2127659574468085
GO:0071360,IPR031964,8,40,8,0.3333333333333333
GO:0071360,IPR033952,9,40,9,0.3673469387755102
GO:0071360,IPR041204,5,40,7,0.2127659574468085
GO:0071362,IPR021869,3,12,16,0.21428571428571427
GO:0071362,IPR040546,3,12,6,0.3333333333333333
GO:0071362,IPR040757,3,12,4,0.375
GO:0071365,IPR041101,9,56,13,0.2608695652173913
GO:0071365,IPR041567,9,56,15,0.2535211267605634
GO:0071368,IPR008207,10,51,24,0.26666666666666666
GO:0071369,IPR001471,23,42,157,0.23115577889447236
GO:0071370,IPR021914,6,42,10,0.23076923076923078
GO:0071371,IPR000976,6,50,7,0.21052631578947367
GO:0071371,IPR024635,11,50,11,0.36065573770491804
GO:0071372,IPR024635,11,31,11,0.5238095238095238
GO:0071374,IPR022102,4,8,16,0.3333333333333333
GO:0071377,IPR009398,7,23,19,0.3333333333333333
GO:0071377,IPR032628,7,23,25,0.2916666666666667
GO:0071378,IPR013799,10,39,19,0.3448275862068966
GO:0071378,IPR013800,10,39,21,0.3333333333333333
GO:0071378,IPR013801,10,39,22,0.32786885245901637
GO:0071378,IPR015152,8,39,23,0.25806451612903225
GO:0071378,IPR025871,7,39,7,0.30434782608695654
GO:0071392,IPR002546,12,67,22,0.2696629213483146
GO:0071395,IPR021914,10,80,10,0.2222222222222222
GO:0071397,IPR029002,3,21,6,0.2222222222222222
GO:0071397,IPR031968,7,21,18,0.358974358974359
GO:0071401,IPR029002,3,3,6,0.6666666666666666
GO:0071404,IPR002369,7,29,32,0.22950819672131148
GO:0071404,IPR012896,7,29,28,0.24561403508771928
GO:0071404,IPR014836,7,29,24,0.2641509433962264
GO:0071404,IPR033760,7,29,30,0.23728813559322035
GO:0071404,IPR042055,4,29,4,0.24242424242424243
GO:0071415,IPR000699,10,32,22,0.37037037037037035
GO:0071415,IPR003032,10,32,11,0.46511627906976744
GO:0071415,IPR009460,10,32,11,0.46511627906976744
GO:0071415,IPR013662,10,32,22,0.37037037037037035
GO:0071415,IPR014821,10,32,21,0.37735849056603776
GO:0071415,IPR016093,10,32,52,0.23809523809523808
GO:0071415,IPR035761,10,32,11,0.46511627906976744
GO:0071415,IPR035762,10,32,11,0.46511627906976744
GO:0071415,IPR035764,9,32,10,0.42857142857142855
GO:0071421,IPR003032,2,6,11,0.23529411764705882
GO:0071421,IPR009460,2,6,11,0.23529411764705882
GO:0071421,IPR035761,2,6,11,0.23529411764705882
GO:0071421,IPR035762,2,6,11,0.23529411764705882
GO:0071421,IPR035764,2,6,10,0.25
GO:0071425,IPR007275,4,16,19,0.22857142857142856
GO:0071431,IPR013598,17,49,43,0.3695652173913043
GO:0071431,IPR035082,6,49,10,0.2033898305084746
GO:0071431,IPR035367,6,49,10,0.2033898305084746
GO:0071431,IPR035368,6,49,10,0.2033898305084746
GO:0071431,IPR035369,6,49,10,0.2033898305084746
GO:0071431,IPR035370,6,49,10,0.2033898305084746
GO:0071431,IPR035371,6,49,10,0.2033898305084746
GO:0071432,IPR032632,2,6,11,0.23529411764705882
GO:0071437,IPR011259,6,34,15,0.24489795918367346
GO:0071437,IPR041789,6,34,15,0.24489795918367346
GO:0071438,IPR002369,5,17,32,0.20408163265306123
GO:0071438,IPR002469,6,17,26,0.27906976744186046
GO:0071438,IPR012896,5,17,28,0.2222222222222222
GO:0071438,IPR014836,5,17,24,0.24390243902439024
GO:0071438,IPR033760,5,17,30,0.2127659574468085
GO:0071438,IPR040522,3,17,3,0.3
GO:0071438,IPR040622,5,17,21,0.2631578947368421
GO:0071439,IPR015348,11,18,11,0.7586206896551724
GO:0071440,IPR041958,2,14,2,0.25
GO:0071440,IPR042023,2,14,2,0.25
GO:0071440,IPR042025,2,14,2,0.25
GO:0071440,IPR044133,2,14,2,0.25
GO:0071446,IPR021914,10,44,10,0.37037037037037035
GO:0071450,IPR001424,66,109,72,0.7292817679558011
GO:0071451,IPR001424,66,109,72,0.7292817679558011
GO:0071452,IPR021894,2,3,4,0.5714285714285714
GO:0071454,IPR003823,3,12,5,0.35294117647058826
GO:0071455,IPR032067,3,16,12,0.21428571428571427
GO:0071455,IPR032068,3,16,9,0.24
GO:0071455,IPR033998,3,16,7,0.2608695652173913
GO:0071455,IPR033999,3,16,7,0.2608695652173913
GO:0071458,IPR003137,13,24,92,0.22413793103448276
GO:0071458,IPR003388,6,24,35,0.2033898305084746
GO:0071468,IPR001498,11,54,15,0.3188405797101449
GO:0071468,IPR006575,14,54,52,0.2641509433962264
GO:0071476,IPR015725,2,17,2,0.21052631578947367
GO:0071479,IPR005160,20,137,20,0.25477707006369427
GO:0071479,IPR005161,23,137,23,0.2875
GO:0071479,IPR006164,26,137,33,0.3058823529411765
GO:0071480,IPR005160,20,73,20,0.43010752688172044
GO:0071480,IPR005161,23,73,23,0.4791666666666667
GO:0071480,IPR006164,26,73,33,0.49056603773584906
GO:0071480,IPR014893,10,73,10,0.24096385542168675
GO:0071481,IPR005160,20,37,20,0.7017543859649122
GO:0071481,IPR005161,23,37,23,0.7666666666666667
GO:0071481,IPR006164,26,37,33,0.7428571428571429
GO:0071481,IPR014893,10,37,10,0.425531914893617
GO:0071484,IPR034677,2,9,4,0.3076923076923077
GO:0071486,IPR034677,2,4,4,0.5
GO:0071486,IPR039026,2,4,14,0.2222222222222222
GO:0071494,IPR001498,8,16,15,0.5161290322580645
GO:0071494,IPR006575,8,16,52,0.23529411764705882
GO:0071500,IPR000971,16,26,102,0.25
GO:0071500,IPR008333,14,26,85,0.25225225225225223
GO:0071503,IPR041760,2,11,4,0.26666666666666666
GO:0071504,IPR021849,2,10,9,0.21052631578947367
GO:0071504,IPR041760,2,10,4,0.2857142857142857
GO:0071505,IPR000072,5,7,40,0.2127659574468085
GO:0071505,IPR006782,5,7,10,0.5882352941176471
GO:0071505,IPR021849,2,7,9,0.25
GO:0071506,IPR000072,5,7,40,0.2127659574468085
GO:0071506,IPR006782,5,7,10,0.5882352941176471
GO:0071506,IPR021849,2,7,9,0.25
GO:0071507,IPR029458,2,8,2,0.4
GO:0071515,IPR027799,7,11,8,0.7368421052631579
GO:0071516,IPR027799,7,8,8,0.875
GO:0071522,IPR013096,2,3,16,0.21052631578947367
GO:0071522,IPR044697,3,3,3,1.0
GO:0071522,IPR044704,3,3,3,1.0
GO:0071526,IPR001627,89,99,94,0.9222797927461139
GO:0071526,IPR002909,37,99,109,0.3557692307692308
GO:0071526,IPR013548,24,99,24,0.3902439024390244
GO:0071526,IPR016201,78,99,118,0.7188940092165899
GO:0071526,IPR041019,20,99,20,0.33613445378151263
GO:0071526,IPR041362,16,99,16,0.2782608695652174
GO:0071528,IPR013598,17,17,43,0.5666666666666667
GO:0071532,IPR013867,2,10,9,0.21052631578947367
GO:0071532,IPR032764,2,10,3,0.3076923076923077
GO:0071539,IPR031446,3,21,4,0.24
GO:0071539,IPR037775,3,21,3,0.25
GO:0071541,IPR024969,16,44,48,0.34782608695652173
GO:0071545,IPR000300,36,48,53,0.7128712871287128
GO:0071545,IPR002013,11,48,35,0.26506024096385544
GO:0071545,IPR005135,32,48,152,0.32
GO:0071545,IPR015047,6,48,6,0.2222222222222222
GO:0071546,IPR025605,9,34,25,0.3050847457627119
GO:0071546,IPR037982,8,34,8,0.38095238095238093
GO:0071546,IPR042650,8,34,8,0.38095238095238093
GO:0071547,IPR024970,3,15,14,0.20689655172413793
GO:0071549,IPR035077,7,41,15,0.25
GO:0071549,IPR035078,7,41,15,0.25
GO:0071556,IPR000353,7,49,14,0.2222222222222222
GO:0071556,IPR001039,19,49,47,0.3958333333333333
GO:0071556,IPR003597,32,49,152,0.31840796019900497
GO:0071556,IPR010579,12,49,24,0.3287671232876712
GO:0071556,IPR011161,19,49,68,0.3247863247863248
GO:0071557,IPR041070,9,13,23,0.5
GO:0071558,IPR041070,9,16,23,0.46153846153846156
GO:0071564,IPR006576,4,20,15,0.22857142857142856
GO:0071564,IPR019835,4,20,14,0.23529411764705882
GO:0071564,IPR029295,4,20,12,0.25
GO:0071564,IPR032448,3,20,3,0.2608695652173913
GO:0071564,IPR032450,3,20,3,0.2608695652173913
GO:0071565,IPR025750,10,28,10,0.5263157894736842
GO:0071575,IPR018704,2,13,3,0.25
GO:0071577,IPR041137,7,10,7,0.8235294117647058
GO:0071578,IPR041137,7,7,7,1.0
GO:0071585,IPR007719,4,14,4,0.4444444444444444
GO:0071585,IPR015407,3,14,3,0.35294117647058826
GO:0071586,IPR001915,8,10,24,0.47058823529411764
GO:0071586,IPR032456,8,10,9,0.8421052631578947
GO:0071593,IPR011259,3,8,15,0.2608695652173913
GO:0071593,IPR041789,3,8,15,0.2608695652173913
GO:0071595,IPR004274,10,10,68,0.2564102564102564
GO:0071595,IPR011948,10,10,31,0.4878048780487805
GO:0071596,IPR003126,13,16,28,0.5909090909090909
GO:0071596,IPR003769,6,16,25,0.2926829268292683
GO:0071596,IPR044046,13,16,13,0.896551724137931
GO:0071598,IPR008395,6,18,20,0.3157894736842105
GO:0071598,IPR022034,6,18,13,0.3870967741935484
GO:0071598,IPR032196,5,18,5,0.43478260869565216
GO:0071598,IPR040472,6,18,13,0.3870967741935484
GO:0071598,IPR041560,6,18,13,0.3870967741935484
GO:0071600,IPR032321,3,23,4,0.2222222222222222
GO:0071603,IPR008859,3,6,18,0.25
GO:0071603,IPR024665,3,6,12,0.3333333333333333
GO:0071616,IPR004167,12,83,28,0.21621621621621623
GO:0071617,IPR002123,44,54,102,0.5641025641025641
GO:0071617,IPR004552,16,54,16,0.45714285714285713
GO:0071617,IPR032098,14,54,22,0.3684210526315789
GO:0071619,IPR024637,2,6,2,0.5
GO:0071621,IPR001811,135,232,155,0.6976744186046512
GO:0071621,IPR033899,50,232,57,0.3460207612456747
GO:0071624,IPR031780,7,57,12,0.2028985507246377
GO:0071625,IPR003585,12,36,50,0.27906976744186046
GO:0071625,IPR027789,8,36,35,0.22535211267605634
GO:0071629,IPR039571,3,16,4,0.3
GO:0071630,IPR041175,6,13,6,0.631578947368421
GO:0071630,IPR041540,4,13,4,0.47058823529411764
GO:0071633,IPR031329,2,2,13,0.26666666666666666
GO:0071633,IPR031331,2,2,14,0.25
GO:0071635,IPR008013,3,15,14,0.20689655172413793
GO:0071649,IPR031964,3,16,8,0.25
GO:0071649,IPR042144,3,16,3,0.3157894736842105
GO:0071650,IPR022170,2,6,8,0.2857142857142857
GO:0071651,IPR031964,3,11,8,0.3157894736842105
GO:0071651,IPR042144,3,11,3,0.42857142857142855
GO:0071658,IPR031964,3,3,8,0.5454545454545454
GO:0071658,IPR042144,3,3,3,1.0
GO:0071660,IPR031964,3,3,8,0.5454545454545454
GO:0071660,IPR042144,3,3,3,1.0
GO:0071661,IPR024303,3,7,5,0.5
GO:0071663,IPR024303,3,7,5,0.5
GO:0071664,IPR013558,2,5,14,0.21052631578947367
GO:0071669,IPR027934,18,130,18,0.24324324324324326
GO:0071671,IPR020089,3,16,13,0.20689655172413793
GO:0071671,IPR020090,3,16,13,0.20689655172413793
GO:0071673,IPR020089,3,10,13,0.2608695652173913
GO:0071673,IPR020090,3,10,13,0.2608695652173913
GO:0071674,IPR001811,86,124,155,0.6164874551971327
GO:0071676,IPR004133,5,14,25,0.2564102564102564
GO:0071676,IPR006207,9,14,69,0.21686746987951808
GO:0071679,IPR035683,4,30,4,0.23529411764705882
GO:0071679,IPR041771,4,30,4,0.23529411764705882
GO:0071680,IPR025994,3,5,5,0.6
GO:0071681,IPR025994,3,5,5,0.6
GO:0071691,IPR035631,2,5,2,0.5714285714285714
GO:0071693,IPR014760,4,4,30,0.23529411764705882
GO:0071694,IPR004133,10,16,25,0.4878048780487805
GO:0071694,IPR006207,9,16,69,0.21176470588235294
GO:0071694,IPR017878,5,16,24,0.25
GO:0071694,IPR040872,3,16,6,0.2727272727272727
GO:0071711,IPR002049,16,51,98,0.21476510067114093
GO:0071711,IPR008211,14,51,45,0.2916666666666667
GO:0071711,IPR013015,7,51,7,0.2413793103448276
GO:0071712,IPR003338,13,53,23,0.34210526315789475
GO:0071712,IPR003342,12,53,27,0.3
GO:0071712,IPR004201,12,53,23,0.3157894736842105
GO:0071712,IPR016093,13,53,52,0.24761904761904763
GO:0071712,IPR021925,6,53,6,0.2033898305084746
GO:0071712,IPR032421,11,53,25,0.28205128205128205
GO:0071712,IPR040497,9,53,9,0.2903225806451613
GO:0071712,IPR040525,7,53,7,0.23333333333333334
GO:0071712,IPR040692,9,53,9,0.2903225806451613
GO:0071712,IPR040693,8,53,8,0.26229508196721313
GO:0071712,IPR040694,9,53,9,0.2903225806451613
GO:0071715,IPR004030,9,45,18,0.2857142857142857
GO:0071731,IPR004255,14,63,15,0.358974358974359
GO:0071731,IPR009721,13,63,14,0.33766233766233766
GO:0071733,IPR024986,10,18,10,0.7142857142857143
GO:0071766,IPR013968,9,39,39,0.23076923076923078
GO:0071766,IPR032821,9,39,50,0.20224719101123595
GO:0071772,IPR001111,50,218,75,0.3412969283276451
GO:0071772,IPR001839,72,218,128,0.4161849710982659
GO:0071773,IPR001111,50,217,75,0.3424657534246575
GO:0071773,IPR001839,72,217,128,0.41739130434782606
GO:0071786,IPR003388,13,39,35,0.35135135135135137
GO:0071786,IPR019273,12,39,12,0.47058823529411764
GO:0071787,IPR003388,5,9,35,0.22727272727272727
GO:0071788,IPR019273,7,9,12,0.6666666666666666
GO:0071795,IPR033979,3,3,11,0.42857142857142855
GO:0071796,IPR033979,3,7,11,0.3333333333333333
GO:0071796,IPR041923,4,7,4,0.7272727272727273
GO:0071797,IPR001876,10,10,83,0.21505376344086022
GO:0071797,IPR031912,6,10,6,0.75
GO:0071797,IPR032065,2,10,2,0.3333333333333333
GO:0071797,IPR040641,2,10,2,0.3333333333333333
GO:0071797,IPR041031,2,10,2,0.3333333333333333
GO:0071800,IPR035477,2,11,2,0.3076923076923077
GO:0071800,IPR035478,2,11,2,0.3076923076923077
GO:0071800,IPR035479,2,11,2,0.3076923076923077
GO:0071800,IPR035480,2,11,2,0.3076923076923077
GO:0071800,IPR035717,3,11,4,0.4
GO:0071800,IPR037961,2,11,4,0.26666666666666666
GO:0071800,IPR041788,2,11,7,0.2222222222222222
GO:0071803,IPR037844,3,20,8,0.21428571428571427
GO:0071803,IPR037928,3,20,3,0.2608695652173913
GO:0071803,IPR038016,3,20,3,0.2608695652173913
GO:0071805,IPR003131,63,314,111,0.2964705882352941
GO:0071805,IPR005821,110,314,334,0.3395061728395062
GO:0071805,IPR006153,45,314,98,0.21844660194174756
GO:0071805,IPR013099,56,314,63,0.29708222811671087
GO:0071806,IPR011115,38,293,45,0.22485207100591717
GO:0071806,IPR011116,37,293,43,0.22023809523809523
GO:0071806,IPR011130,38,293,45,0.22485207100591717
GO:0071806,IPR014018,38,293,45,0.22485207100591717
GO:0071806,IPR044722,38,293,44,0.22551928783382788
GO:0071812,IPR034040,2,4,2,0.6666666666666666
GO:0071812,IPR041648,2,4,2,0.6666666666666666
GO:0071816,IPR021925,6,20,6,0.46153846153846156
GO:0071816,IPR041421,10,20,12,0.625
GO:0071816,IPR044724,10,20,10,0.6666666666666666
GO:0071817,IPR024687,4,6,9,0.5333333333333333
GO:0071817,IPR029240,4,6,9,0.5333333333333333
GO:0071818,IPR021925,6,17,6,0.5217391304347826
GO:0071818,IPR041421,10,17,12,0.6896551724137931
GO:0071818,IPR044724,10,17,10,0.7407407407407407
GO:0071819,IPR013243,4,7,8,0.5333333333333333
GO:0071821,IPR031879,2,3,2,0.8
GO:0071821,IPR044749,3,3,6,0.6666666666666666
GO:0071825,IPR001747,8,57,21,0.20512820512820512
GO:0071827,IPR001747,8,49,21,0.22857142857142856
GO:0071827,IPR013818,9,49,40,0.20224719101123595
GO:0071827,IPR033906,9,49,37,0.20930232558139536
GO:0071836,IPR006380,2,3,10,0.3076923076923077
GO:0071836,IPR035659,2,3,4,0.5714285714285714
GO:0071839,IPR003093,2,2,14,0.25
GO:0071846,IPR002108,9,9,71,0.225
GO:0071847,IPR034040,2,6,2,0.5
GO:0071847,IPR041648,2,6,2,0.5
GO:0071848,IPR034040,2,4,2,0.6666666666666666
GO:0071848,IPR041648,2,4,2,0.6666666666666666
GO:0071849,IPR009076,2,6,10,0.25
GO:0071849,IPR024585,2,6,10,0.25
GO:0071850,IPR029260,11,53,11,0.34375
GO:0071850,IPR044506,11,53,11,0.34375
GO:0071851,IPR009076,2,4,10,0.2857142857142857
GO:0071851,IPR024585,2,4,10,0.2857142857142857
GO:0071853,IPR040451,2,6,5,0.36363636363636365
GO:0071853,IPR040720,2,6,5,0.36363636363636365
GO:0071855,IPR000187,8,46,16,0.25806451612903225
GO:0071855,IPR001928,8,46,15,0.26229508196721313
GO:0071855,IPR008174,7,46,11,0.24561403508771928
GO:0071855,IPR013068,7,46,7,0.2641509433962264
GO:0071863,IPR013558,3,11,14,0.24
GO:0071863,IPR034879,2,11,3,0.2857142857142857
GO:0071864,IPR013558,3,9,14,0.2608695652173913
GO:0071864,IPR034879,2,9,3,0.3333333333333333
GO:0071865,IPR013558,3,5,14,0.3157894736842105
GO:0071866,IPR013558,3,5,14,0.3157894736842105
GO:0071873,IPR008154,2,4,12,0.25
GO:0071873,IPR011178,2,4,12,0.25
GO:0071873,IPR015849,2,4,12,0.25
GO:0071873,IPR019543,2,4,12,0.25
GO:0071873,IPR024329,2,4,12,0.25
GO:0071874,IPR008154,2,2,12,0.2857142857142857
GO:0071874,IPR011178,2,2,12,0.2857142857142857
GO:0071874,IPR015849,2,2,12,0.2857142857142857
GO:0071874,IPR019543,2,2,12,0.2857142857142857
GO:0071874,IPR024329,2,2,12,0.2857142857142857
GO:0071878,IPR022141,3,3,9,0.5
GO:0071889,IPR031780,10,72,12,0.23809523809523808
GO:0071895,IPR013558,3,4,14,0.3333333333333333
GO:0071896,IPR035599,3,11,3,0.42857142857142855
GO:0071897,IPR001126,44,308,48,0.24719101123595505
GO:0071897,IPR017961,41,308,44,0.23295454545454544
GO:0071898,IPR013558,3,6,14,0.3
GO:0071899,IPR013558,3,6,14,0.3
GO:0071900,IPR004367,141,1053,159,0.23267326732673269
GO:0071900,IPR006671,179,1053,249,0.2749615975422427
GO:0071900,IPR013763,179,1053,288,0.2669649515287099
GO:0071916,IPR025966,4,23,8,0.25806451612903225
GO:0071917,IPR004853,11,11,77,0.25
GO:0071920,IPR025742,2,5,8,0.3076923076923077
GO:0071920,IPR026896,2,5,9,0.2857142857142857
GO:0071921,IPR024986,6,10,10,0.6
GO:0071922,IPR012502,4,24,4,0.2857142857142857
GO:0071922,IPR022771,5,24,5,0.3448275862068966
GO:0071922,IPR024986,10,24,10,0.5882352941176471
GO:0071923,IPR022771,2,4,5,0.4444444444444444
GO:0071929,IPR007965,20,21,21,0.9523809523809523
GO:0071930,IPR003316,7,14,39,0.2641509433962264
GO:0071931,IPR003163,6,21,14,0.34285714285714286
GO:0071931,IPR004457,3,21,8,0.20689655172413793
GO:0071931,IPR018004,5,21,13,0.29411764705882354
GO:0071932,IPR014808,9,13,10,0.782608695652174
GO:0071932,IPR041677,10,13,52,0.3076923076923077
GO:0071932,IPR041679,10,13,57,0.2857142857142857
GO:0071933,IPR010504,6,35,18,0.22641509433962265
GO:0071933,IPR031738,7,35,7,0.3333333333333333
GO:0071933,IPR031808,6,35,6,0.2926829268292683
GO:0071933,IPR037959,6,35,6,0.2926829268292683
GO:0071941,IPR000572,8,40,19,0.2711864406779661
GO:0071941,IPR005066,8,40,16,0.2857142857142857
GO:0071942,IPR015360,3,14,13,0.2222222222222222
GO:0071942,IPR018325,7,14,15,0.4827586206896552
GO:0071942,IPR018326,8,14,8,0.7272727272727273
GO:0071942,IPR018327,8,14,8,0.7272727272727273
GO:0071942,IPR018328,8,14,8,0.7272727272727273
GO:0071942,IPR041811,3,14,5,0.3157894736842105
GO:0071945,IPR009875,2,2,7,0.4444444444444444
GO:0071945,IPR009926,2,2,3,0.8
GO:0071947,IPR002653,6,15,26,0.2926829268292683
GO:0071947,IPR003323,12,15,66,0.2962962962962963
GO:0071947,IPR041294,6,15,7,0.5454545454545454
GO:0071949,IPR001433,49,182,162,0.28488372093023256
GO:0071949,IPR001709,35,182,130,0.22435897435897437
GO:0071949,IPR002938,29,182,100,0.20567375886524822
GO:0071949,IPR008333,46,182,85,0.3445692883895131
GO:0071949,IPR017927,53,182,222,0.2623762376237624
GO:0071951,IPR002376,40,40,63,0.7766990291262136
GO:0071951,IPR005793,39,40,45,0.9176470588235294
GO:0071951,IPR041711,39,40,39,0.9873417721518988
GO:0071951,IPR044135,34,40,34,0.918918918918919
GO:0071955,IPR032023,2,4,6,0.4
GO:0071962,IPR011515,2,6,12,0.2222222222222222
GO:0071962,IPR011516,2,6,8,0.2857142857142857
GO:0071966,IPR012946,9,31,29,0.3
GO:0071969,IPR012946,9,14,29,0.4186046511627907
GO:0071969,IPR026899,4,14,16,0.26666666666666666
GO:0071970,IPR012946,9,14,29,0.4186046511627907
GO:0071970,IPR026899,4,14,16,0.26666666666666666
GO:0071972,IPR001460,6,20,36,0.21428571428571427
GO:0071972,IPR005311,6,20,17,0.32432432432432434
GO:0071972,IPR005490,14,20,14,0.8235294117647058
GO:0071972,IPR041280,5,20,5,0.4
GO:0071972,IPR041597,5,20,5,0.4
GO:0071973,IPR001444,17,73,22,0.35789473684210527
GO:0071973,IPR010930,14,73,19,0.30434782608695654
GO:0071978,IPR001444,17,46,22,0.5
GO:0071978,IPR010930,14,46,19,0.4307692307692308
GO:0071985,IPR002014,17,107,48,0.21935483870967742
GO:0071986,IPR004942,7,12,13,0.56
GO:0071987,IPR021786,2,7,6,0.3076923076923077
GO:0072003,IPR001523,7,12,35,0.2978723404255319
GO:0072003,IPR022130,7,12,13,0.56
GO:0072003,IPR043182,7,12,35,0.2978723404255319
GO:0072004,IPR001523,7,8,35,0.32558139534883723
GO:0072004,IPR022130,7,8,13,0.6666666666666666
GO:0072004,IPR043182,7,8,35,0.32558139534883723
GO:0072007,IPR000072,5,9,40,0.20408163265306123
GO:0072007,IPR006782,5,9,10,0.5263157894736842
GO:0072008,IPR000072,5,8,40,0.20833333333333334
GO:0072008,IPR006782,5,8,10,0.5555555555555556
GO:0072010,IPR000976,6,34,7,0.2926829268292683
GO:0072012,IPR006782,5,32,10,0.23809523809523808
GO:0072017,IPR022130,6,26,13,0.3076923076923077
GO:0072025,IPR001523,6,13,35,0.25
GO:0072025,IPR022130,6,13,13,0.46153846153846156
GO:0072025,IPR043182,6,13,35,0.25
GO:0072033,IPR035683,2,6,4,0.4
GO:0072033,IPR041771,2,6,4,0.4
GO:0072034,IPR022151,4,4,14,0.4444444444444444
GO:0072036,IPR035683,2,2,4,0.6666666666666666
GO:0072036,IPR041771,2,2,4,0.6666666666666666
GO:0072039,IPR001523,6,9,35,0.2727272727272727
GO:0072039,IPR006897,2,9,10,0.21052631578947367
GO:0072039,IPR022130,6,9,13,0.5454545454545454
GO:0072039,IPR043182,6,9,35,0.2727272727272727
GO:0072040,IPR001523,6,9,35,0.2727272727272727
GO:0072040,IPR006897,2,9,10,0.21052631578947367
GO:0072040,IPR022130,6,9,13,0.5454545454545454
GO:0072040,IPR043182,6,9,35,0.2727272727272727
GO:0072047,IPR003893,5,12,21,0.30303030303030304
GO:0072048,IPR001523,8,28,35,0.25396825396825395
GO:0072048,IPR003893,5,28,21,0.20408163265306123
GO:0072048,IPR022130,8,28,13,0.3902439024390244
GO:0072048,IPR043182,8,28,35,0.25396825396825395
GO:0072049,IPR000976,2,12,7,0.21052631578947367
GO:0072050,IPR000976,6,18,7,0.48
GO:0072070,IPR003893,4,15,21,0.2222222222222222
GO:0072071,IPR035077,2,4,15,0.21052631578947367
GO:0072071,IPR035078,2,4,15,0.21052631578947367
GO:0072074,IPR000976,6,29,7,0.3333333333333333
GO:0072075,IPR000976,6,25,7,0.375
GO:0072077,IPR022130,4,19,13,0.25
GO:0072079,IPR022130,6,29,13,0.2857142857142857
GO:0072081,IPR003893,5,11,21,0.3125
GO:0072086,IPR003893,4,6,21,0.2962962962962963
GO:0072087,IPR022130,4,21,13,0.23529411764705882
GO:0072093,IPR035683,2,6,4,0.4
GO:0072093,IPR041771,2,6,4,0.4
GO:0072095,IPR006897,2,7,10,0.23529411764705882
GO:0072095,IPR006899,2,7,12,0.21052631578947367
GO:0072095,IPR031701,3,7,21,0.21428571428571427
GO:0072095,IPR044866,2,7,12,0.21052631578947367
GO:0072095,IPR044869,2,7,12,0.21052631578947367
GO:0072098,IPR006897,2,6,10,0.25
GO:0072098,IPR006899,2,6,12,0.2222222222222222
GO:0072098,IPR044866,2,6,12,0.2222222222222222
GO:0072098,IPR044869,2,6,12,0.2222222222222222
GO:0072102,IPR022102,4,23,16,0.20512820512820512
GO:0072108,IPR001523,6,8,35,0.27906976744186046
GO:0072108,IPR022130,6,8,13,0.5714285714285714
GO:0072108,IPR043182,6,8,35,0.27906976744186046
GO:0072109,IPR006782,5,13,10,0.43478260869565216
GO:0072110,IPR021849,2,6,9,0.26666666666666666
GO:0072112,IPR000976,6,28,7,0.34285714285714286
GO:0072114,IPR006897,4,18,10,0.2857142857142857
GO:0072114,IPR006899,4,18,12,0.26666666666666666
GO:0072114,IPR035832,3,18,3,0.2857142857142857
GO:0072114,IPR044866,4,18,12,0.26666666666666666
GO:0072114,IPR044869,4,18,12,0.26666666666666666
GO:0072124,IPR000072,11,33,40,0.3013698630136986
GO:0072124,IPR000976,6,33,7,0.3
GO:0072124,IPR006782,10,33,10,0.46511627906976744
GO:0072125,IPR000976,6,11,7,0.6666666666666666
GO:0072126,IPR000072,6,17,40,0.21052631578947367
GO:0072126,IPR006782,5,17,10,0.37037037037037035
GO:0072135,IPR022752,2,5,2,0.5714285714285714
